song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,track_id
Aata Kuna Kunacha,Jaywant Kulkarni,/artist/jaywant-kukarni,322000,Marathi,05-03-2012,0.37,0.155,0.444,0.657,-7.192,0.01,140.01,0,1,0.0895,4,68,10309073,6m9pxjYWqMCrTBkHmnH7CR
Aala Jairam Aala,Sachin,/artist/sachin,294000,Marathi,09-04-2012,0.68,0.05,0.569,0.027,-4.978,0.011,135.01,0,11,0.062,4,42,8459035,3cq11NLwP6RYHNEevudJfu
Maaga Ubha Mangesh Pudhe Ubha Mangesh,Usha Mangeshkar|Ranjana Joglekar|Rani Varma,/artist/usha-mangeshkar-2|/artist/ranjana-joglekar|/artist/rani-varma,321000,Marathi,07-01-2009,0.88,0.63,0.691,0.822,-4.983,0.074,126.002,1,2,0.05,4,69,6275126,7xGFEtDOJysx7cQx2RgnIc
Aali Aali Gondhalala Aai,Mallesh,/artist/mallesh,372000,Marathi,07-11-2016,0.63,0.1,0.288,0.108,-12.798,0.0255,138.01,0,3,0.05,4,58,7976236,5VRXfk7LYzbrXD1glK0oVg
Asale Changu Mangu Aamhi Ulate Tangu,Uttara Kelkar|Suresh Wadkar|Anupama Deshpande,/artist/uttara-kelkar|/artist/suresh-wadkar|/artist/anupama-deshpande,289000,Marathi,03-06-2013,0.38,0.28,0.391,0.646,-3.847,0.0162,138.007,0,1,0.06,4,29,2164367,5EBznCuac45BESe1c7Yq5f
Marathi Pavool Padate Pudhe,Lata Mangeshkar|Pt. Hridaynath Mangeshkar|Usha Mangeshkar|Hemant Kumar,/artist/lata-mangeshkar|/artist/pt-hridaynath-mangeshkar-1|/artist/usha-mangeshkar-2|/artist/hemanta-mukherjee,382000,Marathi,02-02-2010,0.16,0.124,0.84,0.773,-6.628,0.07,134.061,0,10,0.0321,4,62,8414819,0PcHrF9WblyHU39CPRTHhX
Pandhari Nivasa Sakhya Panduranga,Pandit Bhimsen Joshi,/artist/pandit-bhimsen-joshi-1,377000,Marathi,04-07-2010,0.81,0.65,0.963,0.623,-2.513,0.0757,137.995,1,1,0.038,4,84,5835051,5S303y3PHqnxuZI5NAmhYq
Apsara Swargatun Aali,Mahendra Kapoor,/artist/mahendra-kapoor,201000,Marathi,04-04-2008,0.99,0.624,0.047,0.518,-11.274,0.0815,139.973,0,2,0.007,4,89,439609,54GrdzHsoCTFz1D5dph80J
Jithe Sagra Dharni Milte,Suman Kalyanpur,/artist/suman-kalyanpur,207000,Marathi,07-06-2003,0.58,0.22,0.676,0.117,-3.818,0.0782,128.016,1,10,0.021,4,96,8544695,2wp3cXn9nLc4l3nbUvAFKx
Naav Gajataay Ambedkar,Vithal Umap,/artist/vithal-umap,188000,Marathi,02-06-2007,0.72,0.81,0.975,0.641,-6.953,0.04,132.033,0,0,0.04,4,92,7531105,3evGjHmK2J16QR6Sh1cqAx
Janmojanmi Aamhi,Ajit Kadkade,/artist/ajit-kadkade,439000,Marathi,11-12-2004,0.61,0.863,0.148,0.047,-11.72,0.092,130.015,1,1,0.038,4,66,3985286,6NXxQ0lv2JsRSUSfM81Wij
Tang Ting Tinga,Vijay Chavan,/artist/vijay-chavan,108000,Marathi,02-03-2008,0.76,0.115,0.852,0.815,-8.48,0.018,137.003,0,10,0.02,4,97,5884148,23MGhcHDR962HUbPhHV9jc
Jata Pandharisi Sukh Vate Jeeva,Pandit Bhimsen Joshi,/artist/pandit-bhimsen-joshi-1,439000,Marathi,05-05-2010,0,0.8,0.462,0.332,-13.361,0.021,139.984,1,8,0.07,4,57,989995,7erlJZHA2WC4aRGSjJbyBd
Malachya Malyamadhi,Lata Mangeshkar,/artist/lata-mangeshkar,206000,Marathi,10-09-2009,0.89,0.587,0.851,0.999,-5.297,0.04,131.431,1,7,0.0854,4,89,5191053,2RZiA5rytZA6phJ0Tas0FM
Mumbaichi Kelevali,Usha Mangeshkar,/artist/usha-mangeshkar-2,196000,Marathi,10-12-2001,0.41,0.47,0.676,0.596,-10.723,0.08,139.966,0,11,0.04,4,90,5070186,3MFxG8z7foHXkv9aC7XoXM
Jan Jhananana Chediyalya Tara,Suresh Wadkar|Uttara Kelkar,/artist/suresh-wadkar|/artist/uttara-kelkar,187000,Marathi,05-10-2019,0.34,0.521,0.61,0.052,-3.098,0.041,131.814,0,7,0.0714,4,68,3825096,4vPI1LMt3hfExwFwIQDjT3
Ya Chitra Chortayala,Manik Varma,/artist/manik-varma,281000,Marathi,06-09-2009,0.53,0.72,0.157,0.167,-12.369,0.0068,136.035,1,7,0.0914,4,32,10072632,78LniBKHuwOPx0Rq8Zhcbv
Gato Avadine God Tujhe Naam,Pralhad Shinde,/artist/pralhad-shinde-1,419000,Marathi,03-08-2001,0.51,0.259,0.318,0.273,-2.734,0.075,134.988,0,3,0.058,4,81,8630750,5Q45lMa5X9qzCIhUhGvpBt
He Gardh Nile Megh,Anuradha Paudwal|Vinaykumar,/artist/anuradha-paudwal-2|/artist/vinaykumar,193000,Marathi,01-08-2017,0.66,0.88,0.508,0.559,-5.237,0.03,138.014,0,0,0.07,4,77,2943361,6rFTjnj3ibRKeE9AFT6Qz0
Dashratha Ghe He Payasdan,Sudhir Phadke,/artist/sudhir-phadke,428000,Marathi,06-01-2022,0.26,0.35,0.566,0.976,-10.201,0.0681,140.005,0,2,0.08,4,74,1793578,4H8tCHx6JMHbpDwPcqSHQs
Marma Bandhatali Thev Hi,Pt. Prabhakar Karekar,/artist/pt-prabhakar-karekar-1,203000,Marathi,08-08-2001,0.83,0.704,0.298,0.989,-7.48,0.0329,139.999,1,1,0.0811,4,84,4253340,4Z5cmrEiQKsQ42O4wXpmxb
Prabhati Sur Nabhi Rangati,Asha Bhosle,/artist/asha-bhosle-1,194000,Marathi,03-01-2011,0.54,0.98,0.258,0.561,-6.954,0.07,137.91,1,2,0.0443,4,69,615289,10uVJUhvLOFn9svs0bLdxM
Pandharichi Vaari,Pandit Bhimsen Joshi,/artist/pandit-bhimsen-joshi-1,473000,Marathi,07-04-2005,0.14,0.461,0.153,0.29,-12.719,0.009,134.96,1,7,0.01,4,49,11369975,4MZ81CVKlafIWImezspWZC
Kay Ga Sakhoo,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,222000,Marathi,01-05-2014,0.07,0.506,0.785,0.723,-12.879,0.0848,129.994,0,4,0.0194,4,33,2215259,3w9Lb6l5yekoDrTjmZKiYq
Kasen Kasen Hansayache,Lata Mangeshkar,/artist/lata-mangeshkar,183000,Marathi,06-02-2022,0.62,0.73,0.108,0.124,-10.512,0.0053,127.992,0,11,0.09,4,53,293312,2sFyHruFe7wMeHwAphjP8a
Aarti Saibaba,Pandurang Dixit|Radharaman Kirtane,/artist/pandurang-dixit|/artist/radharaman-kirtane,294000,Marathi,08-09-2004,0.31,0.66,0.893,0.749,-4.323,0.08,137.992,1,8,0.066,4,96,9898416,60k8y4Fr437LEARhbA7rFT
Narayana Ramaramana,Prasad Sawkar,/artist/prasad-sawkar,215000,Marathi,10-03-2011,0.34,0.956,0.101,0.311,-11.692,0.0516,138.022,0,4,0.081,4,55,10104796,0OU60icVcsBt1WFTGJs3Je
Murlidhar Shyam,Prasad Sawkar,/artist/prasad-sawkar,197000,Marathi,07-12-2022,0.05,0.43,0.939,0.378,-2.106,0.0696,137.993,1,6,0.1,4,79,9107240,3dHAd8CDNw80xuDORYuQYL
Ya Topi Khali Dadalay Kay,Ravindra Sathe|Usha Mangeshkar|Dr. Sri Ram Lagoo,/artist/ravindra-sathe|/artist/usha-mangeshkar-2|/artist/dr-sri-ram-lagoo-1,181000,Marathi,03-01-2014,0.1,0.369,0.585,0.802,-12.39,0.078,136.053,0,0,0.079,4,82,9894463,1lsP0w5MTpZ4nhIarS6XdV
Vaat Pahuni Jeev Shinala,Lata Mangeshkar,/artist/lata-mangeshkar,217000,Marathi,06-10-2019,0.6,0.2,0.691,0.678,-13.93,0.01,128.004,0,3,0.088,4,99,106058,2JIluWxSFPqzGXGRXnM9FI
Mangal Din To Jani,Pralhad Shinde,/artist/pralhad-shinde-1,181000,Marathi,01-05-2023,0.12,0.132,0.008,0.451,-2.957,0.01,137.98,0,6,0.034,4,40,8624653,46sXwESx8WlUC5smcBYqyh
Bolava Vithal Pahava Vithal,Kishori Amonkar,/artist/kishori-amonkar,463000,Marathi,02-05-2019,0.9,0.9,0.869,0.168,-8.379,0,137.87,0,6,0.031,4,61,10584916,50zYwZKHMaDCpuQ3tzQ3Ws
Gomu Sangtina Mazya,Hemant Kumar|Asha Bhosle,/artist/hemanta-mukherjee|/artist/asha-bhosle-1,262000,Marathi,09-02-2001,0.22,0.753,0.515,0.535,-4.871,0.04,130.021,1,0,0.05,4,35,11072573,7pQoVrSWEVmzzhdPg6ctBg
Kaal Pahile Mi Swapna,Asha Bhosle,/artist/asha-bhosle-1,204000,Marathi,01-05-2021,0.28,0.63,0.305,0.327,-5.961,0.0104,135.974,0,4,0.05,4,25,4367800,5dvqLGXuPXwzZR7uEY07xZ
Mohe Naihar Se Ab To Bulaile Piya,Lata Mangeshkar,/artist/lata-mangeshkar,452000,Marathi,08-07-2012,0.19,0.799,0.726,0.182,-3.711,0.03,136.001,1,4,0.053,4,38,9812148,1FUjPo3ijykZtAUm0X8wrU
Jhuk Jhuk Jhuk Jhuk Aagin Gadi,Asha Bhosle,/artist/asha-bhosle-1,204000,Marathi,05-12-2008,0.56,0.68,0.729,0.494,-5.112,0.08,127.992,1,1,0.0581,4,43,8634188,1kOlkhvzO1cCfnWcabBfUF
Jay Shankara Gangadhara,Pt. Ram Marathe,/artist/pt-ram-marathe-2,207000,Marathi,12-03-2020,0.99,0.236,0.244,0.727,-3.039,0.041,129.965,1,6,0.028,4,79,2475959,0Xh2jm9kIg7ptYXg0pWYP4
Rajachya Rang Mahalin,Lata Mangeshkar|Usha Mangeshkar,/artist/lata-mangeshkar|/artist/usha-mangeshkar-2,166000,Marathi,08-04-2013,0.82,0.65,0.231,0.147,-2.071,0.032,136.065,1,2,0.03,4,88,4137651,0nXbm8OixbkkfSLW5HEUiC
Dayaghana,Suresh Wadkar,/artist/suresh-wadkar,268000,Marathi,07-05-2008,0.44,0.175,0.282,0.022,-3.534,0.09,135.839,0,2,0.01,4,93,2733178,3YGMZK4uMiAyJuMZMtDQM1
Aalya Aalya Jau Naka,Usha Mangeshkar,/artist/usha-mangeshkar-2,192000,Marathi,06-05-2011,0.38,0.49,0.297,0.193,-11.432,0.0109,137.952,1,1,0.0132,4,41,8682814,7gStIiijqatVN54JrNP1Ra
Aho Nana - Part - Ii,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,221000,Marathi,06-01-2002,0.79,0.1,0.602,0.23,-12.94,0.0381,139.975,1,11,0.063,4,33,3613879,12r1F01030Eg9KC7bcQ91o
Tu Sukhkarta Tu Dukh Harta,Dr. Vasantrao Deshpande|Rani Varma,/artist/dr-vasantrao-deshpande-1|/artist/rani-varma,304000,Marathi,07-07-2019,0.09,0.21,0.791,0.771,-11.382,0.02,137.014,0,0,0.099,4,79,8894663,4WsDFOob1LCupVSr89zubS
Shoor Amhi Sardar,Pt. Hridaynath Mangeshkar,/artist/pt-hridaynath-mangeshkar-1,207000,Marathi,06-05-2010,0.71,0.35,0.341,0.274,-3.134,0.0137,138.36,1,0,0.011,4,68,10564980,0KkTATiLY4n2eZMwRgxSxl
Shalu Banarasi,Usha Mangeshkar,/artist/usha-mangeshkar-2,282000,Marathi,02-08-2012,0.15,0.539,0.464,0.815,-6.405,0.0586,140.002,0,7,0.02,4,72,6465460,53SpqjkrnxJYf9qlZUGONM
Vel Aali Baka Titha,Mahendra Kapoor,/artist/mahendra-kapoor,321000,Marathi,02-01-2013,0.67,0.5,0.599,0.503,-4.305,0.0084,130.001,0,5,0.06,4,29,9360084,3YyvXWD4qseMfXbIu80IDG
Nabh Utaru Aala,Asha Bhosle,/artist/asha-bhosle-1,342000,Marathi,02-10-2014,0.01,0.964,0.427,0.27,-3.027,0.0633,130.015,0,8,0.071,4,98,3964777,5Rwv7gFtoN2pbxBTYBBJ5V
Dev Devharyat Nahi,Sudhir Phadke,/artist/sudhir-phadke,192000,Marathi,10-05-2005,0.83,0.699,0.183,0.868,-8.629,0.0541,140.023,1,7,0.0763,4,51,4040284,7MzTO6y0ajNx2NUmig17l2
He Chandane Phoolani Shimpit,Anuradha Paudwal,/artist/anuradha-paudwal-2,249000,Marathi,01-02-2018,0.85,0.55,0.711,0.935,-10.437,0.0855,134.005,1,7,0.09,4,81,2947610,4rvyuUdvtX5IsQ1jw86tZB
Bai Mazi Karangali Modali,Asha Bhosle,/artist/asha-bhosle-1,207000,Marathi,05-10-2003,0.3,0.21,0.641,0.876,-13.245,0.063,138.004,1,7,0.063,4,88,855939,2IwpR3FLcrqc1B1Ec33i3D
Saang Kadhi Kalnar Tula,Mahendra Kapoor|Suman Kalyanpur,/artist/mahendra-kapoor|/artist/suman-kalyanpur,207000,Marathi,09-11-2005,0,0.76,0.075,0.31,-3.181,0.0045,133.98,0,0,0.084,4,38,9607492,3d5vOf02mRzybwUpsHSqcB
Shendur Laal Chadhayo,Rajashree Thosar|Swati Pandit,/artist/rajashree-thosar|/artist/swati-pandit,171000,Marathi,01-03-2013,0.43,0.33,0.559,0.558,-5.232,0.0779,129.953,0,11,0.0901,4,42,2922891,01FtsdZ8OBYoWysUUSCagW
Yuge Atthavis,Rajashree Thosar|Swati Pandit,/artist/rajashree-thosar|/artist/swati-pandit,268000,Marathi,12-12-2006,0.26,0.87,0.848,0.638,-9.916,0.079,137.986,1,4,0.02,4,41,2047097,3A6FP2JyioPMsQphDJvzSD
Tuch Rajanan Tuch Sai,Ajit Kadkade,/artist/ajit-kadkade,420000,Marathi,04-10-2012,0.69,0.39,0.264,0.35,-6.25,0.0859,137.935,0,4,0.05,4,68,6867662,04ZeVHV2hTMvPofVUFWVgI
Dagala Lagali Kala,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,317000,Marathi,02-09-2022,0.96,0.08,0.195,0.021,-11.463,0.012,131.99,1,8,0.06,4,28,5240951,5gPtvytpCdF97e9UiFjBdZ
Aakalp Aayushya,Ajit Kadkade,/artist/ajit-kadkade,380000,Marathi,03-08-2016,0.63,0.178,0.659,0.506,-11.278,0.071,137.978,1,1,0.0514,4,73,10737534,7wgcsF0GvqXF45mBPfGv1t
Aai Majhya Lagnachi,Usha Mangeshkar,/artist/usha-mangeshkar-2,185000,Marathi,02-07-2012,0.86,0.84,0.524,0.837,-9.153,0.01,129.985,0,11,0.022,4,93,9420372,5kUaVfubKVPY59VJOUvVSr
Gomu Maherala Jate Ho Nakhawa,Pandit jitendra Abhisheki,/artist/pandit-jitendra-abhisheki-1,216000,Marathi,09-03-2017,0.46,0.769,0.039,0.547,-5.099,0.01,132.971,0,9,0.04,4,34,7307828,1r4a3FnnDvDkg4YqxC1frx
Jambhul Pikalya Zadakhali,Asha Bhosle|Ravindra,/artist/asha-bhosle-1|/artist/ravindra,253000,Marathi,06-04-2005,0.9,0.33,0.539,0.148,-6.896,0.0582,137.922,1,1,0.051,4,81,631412,6Uyf7emGFVUjHdZrK6AxbF
Sarvatmaka Sarveshwara,Pandit jitendra Abhisheki,/artist/pandit-jitendra-abhisheki-1,395000,Marathi,09-05-2022,0.62,0.737,0.53,0.761,-3.057,0.0162,128.013,0,4,0.091,4,55,4843472,0pICOX5sta7lfTPzcNxLhi
Pandharpurat Kaay Vajat,Pralhad Shinde,/artist/pralhad-shinde-1,318000,Marathi,05-02-2019,0.73,0.96,0.1,0.352,-5.764,0.09,135.017,0,10,0.0124,4,62,8677628,4EWfVXHHuDVRJ3Y3kyJq9G
Hirva Shalu Hairvi Choli,Usha Mangeshkar,/artist/usha-mangeshkar-2,204000,Marathi,03-07-2011,0.47,0.4,0.602,0.232,-10.71,0.07,134.975,1,11,0.082,4,59,7304889,4b4XDbbumS2ifE8hLDeXrV
Jhali Phule Kalyanchi,Anuradha Paudwal,/artist/anuradha-paudwal-2,196000,Marathi,07-11-2005,0.07,0.03,0.392,0.575,-7.806,0,136.006,0,11,0.055,4,47,2605015,7ok1KAcFPFqinLy4HuUfyq
Swapnatalya Kalyano,Asha Bhosle,/artist/asha-bhosle-1,124000,Marathi,01-04-2013,0.5,0.136,0.28,0.991,-4.972,0.0189,138.003,0,1,0.04,4,28,3872965,3VXquDodpZQ1Rey0XzSW88
Chandanachya Patavar,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,202000,Marathi,03-08-2008,0.32,0.14,0.121,0.27,-11.554,0.03,129.979,0,5,0.027,4,70,3110175,690F394Tc5ZOanyxXIZhdq
Gard Sabhovati Ran Sajani,Ashalata Vabgaokar,/artist/ashalata-vabgaokar,189000,Marathi,01-02-2014,0.7,0.146,0.56,0.575,-10.365,0.04,128.03,1,7,0,4,95,6727687,00q8J98tD7CoEODiioTlWi
Hasale Aadhi Kuni,Asha Bhosle|Talat Mahmood,/artist/asha-bhosle-1|/artist/talat-mahmood,195000,Marathi,11-11-2003,0.52,0.21,0.67,0.499,-8.678,0.07,127.966,1,0,0.0537,4,94,2931098,0SFV6sX0W36z9h0W2xiu3w
Ramya Hi Swargahuni Lanka,Pandit Bhimsen Joshi,/artist/pandit-bhimsen-joshi-1,206000,Marathi,06-12-2006,0.83,0.762,0.629,0.148,-10.562,0.074,135.984,0,6,0.061,4,91,4658943,6rU6KilwqI7gyYApg6nW67
Malyachya Malya Madhi Kon Ga Ubhi,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,225000,Marathi,05-02-2013,0.5,0.95,0.571,0.588,-12.254,0.058,137.917,0,8,0.0467,4,87,10076744,1sqs1MlJsW9WnQ6FkSFfsm
Aga Imala,Usha Mangeshkar|Mahendra Kapoor,/artist/usha-mangeshkar-2|/artist/mahendra-kapoor,209000,Marathi,06-11-2013,0.98,0.667,0.902,0.143,-12.741,0.052,125.015,0,9,0.0014,4,96,5370869,3EemyJZR2lXIP7K0SZZsq3
Sundar Te Dhyaan,Anil Karkhanis,/artist/anil-karkhanis,129000,Marathi,10-02-2022,0.23,0.91,0.086,0.384,-12.72,0.025,140.026,0,6,0.04,4,90,6564363,3F1TdT9APbRi1TYOs8fnXi
Aarambhi Vandin Ayodhyecha Raja,Pandit Bhimsen Joshi,/artist/pandit-bhimsen-joshi-1,453000,Marathi,01-04-2007,0.63,0.382,0.807,0.294,-7.31,0.0723,140.019,0,4,0.07,4,56,354517,5cFFqYzhFgnFqUIJe5jgsE
Nau Kotincha,Shravan Yashwante,/artist/shravan-yashwante,174000,Marathi,03-02-2004,0.79,0.736,0.682,0.846,-11.666,0.078,139.979,1,9,0.0928,4,44,763377,0R9AL6DEFpEEhFDI5kRWY4
Are Are Dnyana Jhalasi Pavan,Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,191000,Marathi,05-07-2001,0.74,0.6,0.73,0.455,-9.054,0.07,126.972,0,5,0.006,4,48,227146,5ORl0leUCtciDav4YM9CG4
Jai Gouri Shankar,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,247000,Marathi,10-12-2020,0.05,0.605,0.267,0.883,-2.753,0.01,132.04,0,2,0.0804,4,49,3628948,1FfYQ4C15OvX5TAE1CGYtG
Daul Moracha Manacha,Pt. Hridaynath Mangeshkar,/artist/pt-hridaynath-mangeshkar-1,179000,Marathi,08-03-2007,0.17,0.95,0.68,0.29,-5.622,0.018,139.985,0,2,0.04,4,94,6308994,5I7aaIhjSwPpe1fdPtWGda
Aala Aala Vara,Asha Bhosle|Anuradha Paudwal,/artist/asha-bhosle-1|/artist/anuradha-paudwal-2,308000,Marathi,03-04-2018,0.91,0.64,0.554,0.783,-11.398,0.0663,138.011,1,0,0.0054,4,77,7698864,3EVtH0QNldqN4Aytmkh1Zc
Thakle Re Nandlala,Asha Bhosle,/artist/asha-bhosle-1,206000,Marathi,05-07-2003,0.06,0.89,0.075,0.877,-7.075,0.0928,136.014,1,11,0.08,4,63,9209928,36v4gesfWB12Y8G1tv4dBa
Sonulyacha Palanaa,Pralhad Shinde,/artist/pralhad-shinde-1,184000,Marathi,12-03-2021,0.9,0.857,0.819,0.822,-2.478,0.02,127.9,1,6,0.037,4,71,6363138,61OL6w1tWJUWNE3Q6G8ozF
Devas Tujhe He Phulayache - Duet,Arun Date|Sudha Malhotra,/artist/arun-date|/artist/sudha-malhotra,192000,Marathi,07-09-2016,0.08,0.98,0.002,0.918,-12.291,0.084,138.042,1,8,0.061,4,84,1286828,2VjqhF2yNQPMcrtG2mcf9s
Aala Aala Vara,Asha Bhosle|Anuradha Paudwal,/artist/asha-bhosle-1|/artist/anuradha-paudwal-2,308000,Marathi,08-03-2012,0.38,0.812,0.676,0.909,-10.645,0.02,127.969,1,1,0.0421,4,28,2068237,3EVtH0QNldqN4Aytmkh1Zc
Asa Bebhan Ha Vara,Lata Mangeshkar,/artist/lata-mangeshkar,299000,Marathi,08-08-2005,0.98,0.89,0.458,0.478,-3.6,0.055,137.952,0,11,0.04,4,44,318812,2J6H4tSzIfmiGLME58Awzv
Visaru Nako Shrirama,Lata Mangeshkar,/artist/lata-mangeshkar,206000,Marathi,03-10-2010,0.99,0.051,0.838,0.831,-8.243,0.0576,137.979,0,5,0.0799,4,78,6468078,4gtCgk2ZYNU1a6nxk4niq3
Lavite Mee Niranjana,Manik Varma,/artist/manik-varma,198000,Marathi,06-01-2019,0.31,0.81,0.89,0.763,-7.057,0.02,126.818,0,5,0.082,4,79,7782942,3Q1HCb8J2JfVwPb3Az5oj4
Dev Jari Maj Kadhi Bhetala,Asha Bhosle,/artist/asha-bhosle-1,182000,Marathi,04-11-2023,0.41,0.954,0.736,0.722,-12.958,0.0664,140.004,0,6,0.06,4,30,8609501,1Tqw4Ww3A3VuM39gLGudyq
Sarnaar Kadhi Ran,Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,236000,Marathi,09-07-2010,0.57,0.2,0.797,0.97,-8.912,0.04,139.917,1,8,0.05,4,64,8265897,1h4nxflMERT43vzCM75TKj
Saundaryachi Khaan,Mahendra Kapoor,/artist/mahendra-kapoor,214000,Marathi,01-02-2020,0.07,0.026,0.361,0.473,-8.526,0.071,137.993,0,7,0.0232,4,44,5000734,3NYfYmn8CdW50wNgu4NQNN
Ag Ag Mahsi,Suresh Wadkar|Uttara Kelkar,/artist/suresh-wadkar|/artist/uttara-kelkar,385000,Marathi,01-09-2014,0.68,0.54,0.659,0.46,-8.197,0.0274,139.983,0,3,0.05,4,80,4593673,0ecJZsIJxtIWMBU1GQg46R
Bhaktiful Man Jhale,Ajit Kadkade,/artist/ajit-kadkade,360000,Marathi,05-02-2018,0.57,0.11,0.209,0.753,-6.938,0.04,134.027,1,9,0.03,4,100,6910161,3wcLTue7DnjSAeNGTpEgbz
Pandurang Kanti Divya Tej Jhalakati,Asha Bhosle,/artist/asha-bhosle-1,372000,Marathi,05-04-2017,0.19,0.47,0.781,0.639,-3.708,0.1,131.975,0,10,0,4,77,2786992,1m4t591UJA3bnPC2jlBFvB
Anjanichya Soota,Mahendra Kapoor,/artist/mahendra-kapoor,411000,Marathi,03-03-2011,0.11,0.19,0.104,0.233,-4.547,0.0168,131.942,0,10,0.0545,4,63,3412876,6Fwn8n0PemjoHV5gZd4YOx
Neej Re Neej Shivraya,Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,253000,Marathi,03-08-2000,0.86,0.869,0.33,0.175,-6.887,0.0432,130.031,1,1,0.03,4,52,4973077,1iEJWIlRiuLZxRsDzr4UHY
Bhingri Ga Bhingari,Usha Mangeshkar,/artist/usha-mangeshkar-2,204000,Marathi,06-01-2009,0.48,0.2,0.741,0.316,-9.635,0.05,138.016,1,1,0.0324,4,71,7288512,52E7SMTJHRDPaye4BzKmqo
Rajas Sukumar,Pandit Bhimsen Joshi,/artist/pandit-bhimsen-joshi-1,413000,Marathi,09-03-2019,0.88,0.626,0.822,0.163,-11.882,0.08,137.999,0,4,0.06,4,66,5415537,7n4U6ZSxz4Gxs9s5HKUT3z
Mangalmurti Morya Ganpatibappa Morya,Rajashree Thosar|Swati Pandit,/artist/rajashree-thosar|/artist/swati-pandit,431000,Marathi,09-12-2009,0.06,0.98,0.605,0.797,-2.474,0.044,126.984,1,8,0.06,4,64,8949890,6TG1VHr6yAAc6JSSbGe9DK
Saha December Dusht Kalane,Milind Shinde,/artist/milind-shinde,516000,Marathi,09-06-2012,0.16,0.524,0.196,0.585,-8.987,0.055,137.994,0,11,0.0329,4,34,6665439,5wLbUf2vwyrOEMoTRo3Nk0
Nach Ga Ghuma Kashi Nachu,Usha Mangeshkar|Pushpa Pagdhare|Charulata Belsare,/artist/usha-mangeshkar-2|/artist/pushpa-pagdhare|/artist/charulata-belsare,399000,Marathi,01-08-2010,0.44,0.93,0.329,0.985,-13.743,0.084,133.762,1,0,0.0564,4,94,4760393,78PmYlGrlA1vWKJFjIH8oh
Vakratund Mahakay,Rajashree Thosar|Swati Pandit,/artist/rajashree-thosar|/artist/swati-pandit,27000,Marathi,05-02-2015,0.58,0.731,0.739,0.682,-13.308,0.006,128.062,1,5,0.069,4,27,6710436,0h3GrHvUbT7lREX1WiV4gE
Nana Parimal,Rajashree Thosar|Swati Pandit,/artist/rajashree-thosar|/artist/swati-pandit,91000,Marathi,09-01-2006,0.06,0.87,0.023,0.312,-12.475,0.0904,129.961,0,11,0.034,4,43,8192807,6fdTJ3J4FAWb4pL0qmaUJO
Mee Tar Bholi Adani Thakoo,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,182000,Marathi,11-06-2015,0.74,0.964,0.396,0.45,-10.233,0.06,137.985,1,1,0.0229,4,71,11092998,2y9r93YrSLIBXAxStBkryj
Majho Lavtaay Dava Dola,Lata Mangeshkar,/artist/lata-mangeshkar,242000,Marathi,05-02-2003,0.78,0.32,0.349,0.598,-9.481,0.069,129.894,0,10,0.0972,4,45,8139860,6MIGQebSZ3R2sPkv7CbsrB
To Rangaan Gori,Suresh Wadkar|Kavita Krishnamurthy,/artist/suresh-wadkar|/artist/kavita-subramaniam,360000,Marathi,02-04-2021,0.47,0.494,0.584,0.203,-5.007,0.088,139.994,0,7,0.06,4,37,9844884,4CbtJXM39Y7n11XisdvldX
Dhundi Kalyana,Asha Bhosle|Sudhir Phadke,/artist/asha-bhosle-1|/artist/sudhir-phadke,218000,Marathi,09-04-2004,0.83,0.137,0.118,0.141,-13.307,0.089,128.001,0,10,0.0663,4,31,545683,3qdMMDpmv5njU2dY77X9Qx
Ugi Ugi Re Two,Asha Bhosle,/artist/asha-bhosle-1,203000,Marathi,04-01-2011,1,0.31,0.432,0.2,-7.802,0.068,128,0,10,0.05,4,29,2101020,6nwAhExdVItZ4PfTCScIuJ
Majye Rani Majye Moga,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,321000,Marathi,04-11-2016,0.78,0.328,0.088,0.577,-12.706,0.01,128.045,0,11,0.0167,4,32,4581778,6TozvlTbtL5CebzMOIcrSx
Le Lo Bhai Chivada,Amit Kumar|Shailender Singh,/artist/amit-kumar|/artist/shailender-singh,197000,Marathi,06-04-2007,0.5,0.18,0.806,0.906,-8.334,0.05,140.034,0,10,0.037,4,29,10381544,6WlGSL8N2RdOWiY0TLlLuF
